Program_Code,Institution_Name,departments,Programme_Name,Cutoff_2023,Cutoff_2022,Subject_1,Subject_2,Subject_3,Subject_4
1079232,KIRINYAGA UNIVERSITY,IT,BACHELOR OF SCIENCE IN INFORMATION TECHNOLOGY,21.468,18.638,MAT A(121):C,ENG(101)/KIS(102):C,,
1080232,CO-OPERATIVE UNIVERSITY OF KENYA,IT,BACHELOR OF SCIENCE IN INFORMATION TECHNOLOGY,31.768,33.547,MAT A(121):C,ENG(101)/KIS(102):C,,
1093232,UNIVERSITY OF EMBU,IT,BACHELOR OF SCIENCE IN INFORMATION TECHNOLOGY,26.283,26.252,MAT A(121):C,ENG(101)/KIS(102):C,,
1114232,UNIVERSITY OF ELDORET,IT,BACHELOR OF SCIENCE IN INFORMATION TECHNOLOGY,30.177,30.339,MAT A(121):C,ENG(101)/KIS(102):C,,
1119232,AFRICA INTERNATIONAL UNIVERSITY,IT,BACHELOR OF SCIENCE IN INFORMATION TECHNOLOGY,18.814,18.638,MAT A(121):C,ENG(101)/KIS(102):C,,
1164232,MULTIMEDIA UNIVERSITY OF KENYA,IT,BACHELOR OF SCIENCE IN INFORMATION TECHNOLOGY,35.385,35.394,MAT A(121):C,ENG(101)/KIS(102):C,,
1173232,"DEDAN KIMATHI UNIVERSITY OF
TECHNOLOGY",IT,BACHELOR OF SCIENCE IN INFORMATION TECHNOLOGY,33.591,34.511,MAT A(121):C,ENG(101)/KIS(102):C,,
1192232,GREAT LAKES UNIVERSITY OF KISUMU,IT,BACHELOR OF SCIENCE IN INFORMATION TECHNOLOGY,18.814,18.638,MAT A(121):C,ENG(101)/KIS(102):C,,
1240232,"MERU UNIVERSITY OF SCIENCE AND
TECHNOLOGY",IT,BACHELOR OF SCIENCE IN INFORMATION TECHNOLOGY,29.204,29.029,MAT A(121):C,ENG(101)/KIS(102):C,,
1244232,KARATINA UNIVERSITY,IT,BACHELOR OF SCIENCE IN INFORMATION TECHNOLOGY,25.372,22.568,MAT A(121):C,ENG(101)/KIS(102):C,,
1246232,MURANG'A UNIVERSITY OF TECHNOLOGY,IT,BACHELOR OF SCIENCE IN INFORMATION TECHNOLOGY,30.317,29.606,MAT A(121):C,ENG(101)/KIS(102):C,,
1249232,"JOMO KENYATTA UNIVERSITY OF
AGRICULTURE AND TECHNOLOGY",IT,BACHELOR OF SCIENCE IN INFORMATION TECHNOLOGY,39.851,40.27,MAT A(121):C,ENG(101)/KIS(102):C,,
1279232,MOUNT KENYA UNIVERSITY,IT,BACHELOR OF SCIENCE IN INFORMATION TECHNOLOGY,29.619,23.496,MAT A(121):C,ENG(101)/KIS(102):C,,
1425232,ZETECH UNIVERSITY,IT,BACHELOR OF SCIENCE IN INFORMATION TECHNOLOGY,18.814,18.638,MAT A(121):C,ENG(101)/KIS(102):C,,
1470232,KAIMOSI FRIENDS UNIVERSITY,IT,BACHELOR OF SCIENCE IN INFORMATION TECHNOLOGY,22.998,18.638,MAT A(121):C,ENG(101)/KIS(102):C,,
1570232,TURKANA UNIVERSITY COLLEGE,IT,BACHELOR OF SCIENCE IN INFORMATION TECHNOLOGY,-,-,MAT A(121):C,ENG(101)/KIS(102):C,,
1112232,TECHNICAL UNIVERSITY OF KENYA,IT,BACHELOR OF TECHNOLOGY (INFORMATION TECHNOLOGY),36.399,38.039,MAT A(121):C,ENG(101)/KIS(102):C,,
1495232,LUKENYA UNIVERSITY,Other,BACHELOR OF INFORMATION COMMUNICATION TECHNOLOGY,-,-,MAT A(121):C,ENG(101)/KIS(102):C,,
1111233,KENYATTA UNIVERSITY,Pure Sciences,BACHELOR OF LIBRARY & INFORMATION SCIENCE,21.375,21.444,MAT A(121)/MAT B(122):C,,,
1093233,UNIVERSITY OF EMBU,Pure Sciences,BACHELOR OF LIBRARY AND INFORMATION SCIENCE,21.375,21.444,MAT A(121)/MAT B(122):C,,,
1580233,"KENYATTA UNIVERSITY - MAMA NGINA
UNIVERSITY COLLEGE",Pure Sciences,BACHELOR OF LIBRARY AND INFORMATION SCIENCE,-,21.444,MAT A(121)/MAT B(122):C,,,
1176233,LAIKIPIA UNIVERSITY,Other,BACHELOR OF LIBRARY AND INFORMATION STUDIES,21.375,21.444,MAT A(121)/MAT B(122):C,,,
1112233,TECHNICAL UNIVERSITY OF KENYA,Pure Sciences,BACHELOR OF SCIENCE (INFORMATION STUDIES),-,-,MAT A(121)/MAT B(122):C,,,
1057233,EGERTON UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE IN LIBRARY AND INFORMATION SCIENCE,21.375,21.444,MAT A(121)/MAT B(122):C,,,
1480233,"CATHOLIC UNIVERSITY OF EASTERN
AFRICA",Pure Sciences,BACHELOR OF SCIENCE IN LIBRARY AND INFORMATION SCIENCE,21.375,21.444,MAT A(121)/MAT B(122):C,,,
1112633,TECHNICAL UNIVERSITY OF KENYA,Other,BACHELOR OF TECHNOLOGY (INFORMATION STUDIES),-,-,MAT A(121)/MAT B(122):C,,,
"PROG
CODE",INSTITUTION NAME,Other,PROGRAMME NAME,CUTOFF - 2023,CUTOFF - 2022,SUBJECT 1,SUBJECT 2,SUBJECT 3,SUBJECT 4
1249233,"JOMO KENYATTA UNIVERSITY OF
AGRICULTURE AND TECHNOLOGY",Pure Sciences,BACHELOR OF SCIENCE IN INFORMATION SCIENCE,24.8,21.444,MAT A(121)/MAT B(122):C,,,
1685233,THARAKA UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE IN INFORMATION SCIENCE,21.375,21.444,MAT A(121)/MAT B(122):C,,,
1053233,"JARAMOGI OGINGA ODINGA UNIVERSITY
OF SCIENCE AND TECHNOLOGY",Pure Sciences,BACHELOR OF SCIENCE IN LIBRARY AND KNOWLEDGE MANAGEMENT,21.375,21.444,MAT A(121)/MAT B(122):C,,,
1114234,UNIVERSITY OF ELDORET,Hospitality & Tourism,BACHELOR OF TRAVEL & TOURS OPERATIONS MANAGEMENT,23.068,-,,,,
1087234,KISII UNIVERSITY,Hospitality & Tourism,BACHELOR OF TRAVEL AND TOURS OPERATIONS MANAGEMENT,21.375,22.887,,,,
1253234,MOI UNIVERSITY,Hospitality & Tourism,BACHELOR OF TRAVEL AND TOURS OPERATIONS MANAGEMENT,21.375,24.987,,,,
1246234,MURANG'A UNIVERSITY OF TECHNOLOGY,Hospitality & Tourism,BACHELOR OF TRAVEL & TOURS MANAGEMENT,21.375,21.935,,,,
1053235,"JARAMOGI OGINGA ODINGA UNIVERSITY
OF SCIENCE AND TECHNOLOGY",Hospitality & Tourism,BACHELOR OF INTERNATIONAL TOURISM MANAGEMENT,23.39,24.518,,,,
1087236,KISII UNIVERSITY,IT,BACHELOR OF INFORMATION TECHNOLOGY,21.914,18.638,MAT A(121):C,ENG(101)/KIS(102):C,,
1111232,KENYATTA UNIVERSITY,IT,BACHELOR OF INFORMATION TECHNOLOGY,38.915,39.905,MAT A(121):C,ENG(101)/KIS(102):C,,
1166232,SOUTH EASTERN KENYA UNIVERSITY,IT,BACHELOR OF INFORMATION TECHNOLOGY,22.751,23.196,MAT A(121):C,ENG(101)/KIS(102):C,,
1580236,"KENYATTA UNIVERSITY - MAMA NGINA
UNIVERSITY COLLEGE",IT,BACHELOR OF INFORMATION TECHNOLOGY,26.696,23.257,MAT A(121):C,ENG(101)/KIS(102):C,,
1087237,KISII UNIVERSITY,Arts & Humanities,BACHELOR OF ARTS (PSYCHOLOGY),22.449,22.916,,,,
1111237,KENYATTA UNIVERSITY,Arts & Humanities,BACHELOR OF ARTS (PSYCHOLOGY),29.717,34.531,,,,
1117237,PWANI UNIVERSITY,Arts & Humanities,BACHELOR OF ARTS (PSYCHOLOGY),22.449,22.916,,,,
1253237,MOI UNIVERSITY,Arts & Humanities,BACHELOR OF ARTS (PSYCHOLOGY),22.449,27.648,,,,
1685237,THARAKA UNIVERSITY,Arts & Humanities,BACHELOR OF ARTS (PSYCHOLOGY),22.449,22.916,,,,
1700237,BOMET UNIVERSITY COLLEGE,Arts & Humanities,BACHELOR OF ARTS (PSYCHOLOGY),22.449,22.916,,,,
1425237,ZETECH UNIVERSITY,Arts & Humanities,BACHELOR OF ARTS IN PSYCHOLOGY WITH TECHNOLOGY,22.449,22.916,,,,
1057238,EGERTON UNIVERSITY,Other,BACHELOR OF PSYCHOLOGY,27.232,30.523,,,,
1105238,CHUKA UNIVERSITY,Other,BACHELOR OF PSYCHOLOGY,24.829,29.612,,,,
1176238,LAIKIPIA UNIVERSITY,Other,BACHELOR OF PSYCHOLOGY,22.449,24.58,,,,
1229238,MASENO UNIVERSITY,Other,BACHELOR OF PSYCHOLOGY (WITH IT),24.074,28.441,,,,
1057239,EGERTON UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE (COMMUNITY DEVELOPMENT),22.449,26.662,,,,
1105239,CHUKA UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE (COMMUNITY DEVELOPMENT),22.449,26.217,,,,
1176239,LAIKIPIA UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE (COMMUNITY DEVELOPMENT),22.449,22.916,,,,
1685239,THARAKA UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE (COMMUNITY DEVELOPMENT),22.449,22.916,,,,
1080239,CO-OPERATIVE UNIVERSITY OF KENYA,Other,BACHELOR OF COMMUNITY DEVELOPMENT,22.449,25.098,,,,
1173240,"DEDAN KIMATHI UNIVERSITY OF
TECHNOLOGY",Engineering,BACHELOR OF SCIENCE IN MECHATRONIC ENGINEERING,39.369,39.852,MAT A(121):C+,PHY(232):C+,CHE(233):C+,ENG(101)/KIS(102):C+
1246240,MURANG'A UNIVERSITY OF TECHNOLOGY,Engineering,BACHELOR OF SCIENCE IN MECHATRONIC ENGINEERING,36.535,-,MAT A(121):C+,PHY(232):C+,CHE(233):C+,ENG(101)/KIS(102):C+
1249240,"JOMO KENYATTA UNIVERSITY OF
AGRICULTURE AND TECHNOLOGY",Engineering,BACHELOR OF SCIENCE IN MECHATRONIC ENGINEERING,43.232,42.892,MAT A(121):C+,PHY(232):C+,CHE(233):C+,ENG(101)/KIS(102):C+
1196242,"PRESBYTERIAN UNIVERSITY OF EAST
AFRICA",Arts & Humanities,BACHELOR OF ARTS IN MASS COMMUNICATION,22.449,22.916,ENG(101)/KIS(102):C+,,,
1061242,KABARAK UNIVERSITY,Other,BACHELOR OF MASS COMMUNICATION,22.449,24.63,ENG(101)/KIS(102):C+,,,
1078242,AFRICA NAZARENE UNIVERSITY,Other,BACHELOR OF MASS COMMUNICATION,22.449,24.067,ENG(101)/KIS(102):C+,,,
1249242,"JOMO KENYATTA UNIVERSITY OF
AGRICULTURE AND TECHNOLOGY",Other,BACHELOR OF MASS COMMUNICATION,30.116,33.007,ENG(101)/KIS(102):C+,,,
1181242,"UNIVERSITY OF EASTERN AFRICA,
BARATON",Arts & Humanities,BACHELOR OF ARTS IN JOURNALISM AND MASS COMMUNICATION,22.449,22.916,ENG(101)/KIS(102):C+,,,
"PROG
CODE",INSTITUTION NAME,Other,PROGRAMME NAME,CUTOFF - 2023,CUTOFF - 2022,SUBJECT 1,SUBJECT 2,SUBJECT 3,SUBJECT 4
1249243,"JOMO KENYATTA UNIVERSITY OF
AGRICULTURE AND TECHNOLOGY",Pure Sciences,BACHELOR OF SCIENCE (COMMUNITY DEVELOPMENT AND ENVIRONMENT),25.35,28.923,,,,
1060244,RIARA UNIVERSITY,IT,BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,32.503,31.615,MAT A(121)/MAT B(122):C,,,
1063244,TECHNICAL UNIVERSITY OF MOMBASA,IT,BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,21.375,21.444,MAT A(121)/MAT B(122):C,,,
1066244,MANAGEMENT UNIVERSITY OF AFRICA,IT,BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,-,-,MAT A(121)/MAT B(122):C,,,
1068244,PAN AFRICA CHRISTIAN UNIVERSITY,IT,BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,21.375,21.444,MAT A(121)/MAT B(122):C,,,
1077244,KENYA METHODIST UNIVERSITY,IT,BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,21.375,21.444,MAT A(121)/MAT B(122):C,,,
1078244,AFRICA NAZARENE UNIVERSITY,IT,BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,25.254,21.444,MAT A(121)/MAT B(122):C,,,
1079206,KIRINYAGA UNIVERSITY,IT,BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,21.375,21.444,MAT A(121)/MAT B(122):C,,,
1090244,SCOTT CHRISTIAN UNIVERSITY,IT,BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,21.375,21.444,MAT A(121)/MAT B(122):C,,,
1091244,TAITA TAVETA UNIVERSITY,IT,BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,21.375,21.444,MAT A(121)/MAT B(122):C,,,
1093244,UNIVERSITY OF EMBU,IT,BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,25.384,21.444,MAT A(121)/MAT B(122):C,,,
1164244,MULTIMEDIA UNIVERSITY OF KENYA,IT,BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,31.205,29.991,MAT A(121)/MAT B(122):C,,,
1166244,SOUTH EASTERN KENYA UNIVERSITY,IT,BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,21.375,21.444,MAT A(121)/MAT B(122):C,,,
1173244,"DEDAN KIMATHI UNIVERSITY OF
TECHNOLOGY",IT,BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,31.074,27.902,MAT A(121)/MAT B(122):C,,,
1181244,"UNIVERSITY OF EASTERN AFRICA,
BARATON",IT,BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,21.375,21.444,MAT A(121)/MAT B(122):C,,,
1240244,"MERU UNIVERSITY OF SCIENCE AND
TECHNOLOGY",IT,BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,26.523,21.444,MAT A(121)/MAT B(122):C,,,
1246244,MURANG'A UNIVERSITY OF TECHNOLOGY,IT,BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,27.359,21.444,MAT A(121)/MAT B(122):C,,,
1249244,"JOMO KENYATTA UNIVERSITY OF
AGRICULTURE AND TECHNOLOGY",IT,BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,34.173,33.016,MAT A(121)/MAT B(122):C,,,
1279244,MOUNT KENYA UNIVERSITY,IT,BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,27.32,21.444,MAT A(121)/MAT B(122):C,,,
1425244,ZETECH UNIVERSITY,IT,BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,21.375,21.444,MAT A(121)/MAT B(122):C,,,
1500244,THE EAST AFRICAN UNIVERSITY,IT,BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,21.375,21.444,MAT A(121)/MAT B(122):C,,,
1600244,ALUPE UNIVERSITY,IT,BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,-,-,MAT A(121)/MAT B(122):C,,,
1082246,"MASINDE MULIRO UNIVERSITY OF
SCIENCE & TECHNOLOGY",Engineering,BACHELOR OF SCIENCE (ELECTRICAL AND COMMUNICATION ENGINEERING),29.271,34.286,MAT A(121):C+,PHY(232):C+,CHE(233):C+,ENG(101)/KIS(102):C+
1164246,MULTIMEDIA UNIVERSITY OF KENYA,Engineering,BACHELOR OF SCIENCE IN ELECTRICAL AND TELECOMMUNICATION ENGINEERING,30.939,35.865,MAT A(121):C+,PHY(232):C+,CHE(233):C+,ENG(101)/KIS(102):C+
1057249,EGERTON UNIVERSITY,Other,BACHELOR OF PURCHASING & SUPPLIES MANAGEMENT,21.375,21.444,MAT A(121)/MAT B(122):C,,,
1173247,"DEDAN KIMATHI UNIVERSITY OF
TECHNOLOGY",Other,BACHELOR OF PURCHASING & SUPPLIES MANAGEMENT,21.375,21.444,MAT A(121)/MAT B(122):C,,,
1080247,CO-OPERATIVE UNIVERSITY OF KENYA,Other,BACHELOR OF PURCHASING AND SUPPLIES MANAGEMENT,21.375,21.444,MAT A(121)/MAT B(122):C,,,
1087247,KISII UNIVERSITY,Other,BACHELOR OF PURCHASING AND SUPPLIES MANAGEMENT,21.375,21.444,MAT A(121)/MAT B(122):C,,,
1091247,TAITA TAVETA UNIVERSITY,Other,BACHELOR OF PURCHASING AND SUPPLIES MANAGEMENT,21.375,21.444,MAT A(121)/MAT B(122):C,,,
1063247,TECHNICAL UNIVERSITY OF MOMBASA,Pure Sciences,BACHELOR OF SCIENCE IN SUPPLY CHAIN MANAGEMENT,21.375,21.444,MAT A(121)/MAT B(122):C,,,
1073247,RONGO UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE IN SUPPLY CHAIN MANAGEMENT,21.375,21.444,MAT A(121)/MAT B(122):C,,,
1249247,"JOMO KENYATTA UNIVERSITY OF
AGRICULTURE AND TECHNOLOGY",Pure Sciences,BACHELOR OF SCIENCE IN SUPPLY CHAIN MANAGEMENT,24.391,21.444,MAT A(121)/MAT B(122):C,,,
1053248,"JARAMOGI OGINGA ODINGA UNIVERSITY
OF SCIENCE AND TECHNOLOGY",Other,BACHELOR OF LOGISTICS AND SUPPLY CHAIN MANAGEMENT,21.375,21.444,MAT A(121)/MAT B(122):C,,,
1078249,AFRICA NAZARENE UNIVERSITY,Business,BACHELOR OF PROCUREMENT AND SUPPLY CHAIN,21.375,21.444,MAT A(121)/MAT B(122):C,,,
1166249,SOUTH EASTERN KENYA UNIVERSITY,Business,BACHELOR OF PROCUREMENT AND SUPPLY CHAIN,21.375,21.444,MAT A(121)/MAT B(122):C,,,
1229245,MASENO UNIVERSITY,Business,BACHELOR OF PROCUREMENT AND SUPPLY CHAIN,21.375,21.444,MAT A(121)/MAT B(122):C,,,
1460249,"KIRIRI WOMENS UNIVERSITY OF SCIENCE
AND TECHNOLOGY",Business,BACHELOR OF PROCUREMENT AND SUPPLY CHAIN MANAGEMENT,-,-,MAT A(121)/MAT B(122):C,,,
"PROG
CODE",INSTITUTION NAME,Other,PROGRAMME NAME,CUTOFF - 2023,CUTOFF - 2022,SUBJECT 1,SUBJECT 2,SUBJECT 3,SUBJECT 4
1093249,UNIVERSITY OF EMBU,Other,BACHELOR PURCHASING AND SUPPLIES MANAGEMENT,21.375,21.444,MAT A(121)/MAT B(122):C,,,
1079247,KIRINYAGA UNIVERSITY,Business,BACHELOR OF PROCUREMENT AND SUPPLIES MANAGEMENT,21.375,21.444,MAT A(121)/MAT B(122):C,,,
1246249,MURANG'A UNIVERSITY OF TECHNOLOGY,Business,BACHELOR OF SCIENCE (PROCUREMENT AND SUPPLIES MANAGEMENT),21.375,21.444,MAT A(121)/MAT B(122):C,,,
1061250,KABARAK UNIVERSITY,Business,BACHELOR OF PROCUREMENT AND LOGISTICS MANAGEMENT,21.375,21.444,MAT A(121)/MAT B(122):C,,,
1103250,KCA UNIVERSITY,Business,BACHELOR OF PROCUREMENT AND LOGISTICS MANAGEMENT,21.375,21.444,MAT A(121)/MAT B(122):C,,,
1105247,CHUKA UNIVERSITY,Business,BACHELOR OF PROCUREMENT AND LOGISTICS MANAGEMENT,21.375,21.444,MAT A(121)/MAT B(122):C,,,
1105250,CHUKA UNIVERSITY,Business,BACHELOR OF PROCUREMENT AND LOGISTICS MANAGEMENT,-,-,MAT A(121)/MAT B(122):C,,,
1164250,MULTIMEDIA UNIVERSITY OF KENYA,Business,BACHELOR OF PROCUREMENT AND LOGISTICS MANAGEMENT,21.375,21.444,MAT A(121)/MAT B(122):C,,,
1240250,"MERU UNIVERSITY OF SCIENCE AND
TECHNOLOGY",Business,BACHELOR OF PROCUREMENT AND LOGISTICS MANAGEMENT,21.375,21.444,MAT A(121)/MAT B(122):C,,,
1685250,THARAKA UNIVERSITY,Business,BACHELOR OF PROCUREMENT AND LOGISTICS MANAGEMENT,21.375,21.444,MAT A(121)/MAT B(122):C,,,
1279250,MOUNT KENYA UNIVERSITY,Business,BACHELOR OF PROCUREMENT,21.375,21.444,MAT A(121)/MAT B(122):C,,,
1082251,"MASINDE MULIRO UNIVERSITY OF
SCIENCE & TECHNOLOGY",Engineering,BACHELOR OF SCIENCE (MECHANICAL AND INDUSTRIAL ENGINEERING),33.753,35.66,MAT A(121):C+,PHY(232):C+,CHE(233):C+,ENG(101)/KIS(102):C+
1425255,ZETECH UNIVERSITY,Other,BACHELOR OF PURCHASING AND SUPPLY CHAIN MANAGEMENT,21.375,21.444,MAT A(121)/MAT B(122):C,,,
1279255,MOUNT KENYA UNIVERSITY,Other,BACHELOR IN SUPPLY CHAIN AND LOGISTICS MANAGEMENT,-,-,MAT A(121)/MAT B(122):C,,,
1082256,"MASINDE MULIRO UNIVERSITY OF
SCIENCE & TECHNOLOGY",Business,BACHELOR OF SCIENCE IN AGRIBUSINESS MANAGEMENT AND MARKETING,15.864,16.974,MAT A(121):C,"BIO(231)/AGR(443)/BST(56
5):C+",,
1087256,KISII UNIVERSITY,Business,BACHELOR OF SCIENCE IN AGRIBUSINESS MANAGEMENT,15.864,16.974,MAT A(121):C,"BIO(231)/AGR(443)/BST(56
5):C+",,
1091256,TAITA TAVETA UNIVERSITY,Business,BACHELOR OF SCIENCE IN AGRIBUSINESS MANAGEMENT,15.864,16.974,MAT A(121):C,"BIO(231)/AGR(443)/BST(56
5):C+",,
1057257,EGERTON UNIVERSITY,Business,BACHELOR OF AGRIBUSINESS MANAGEMENT,15.864,16.974,MAT A(121):C,"BIO(231)/AGR(443)/BST(56
5):C+",,
1105257,CHUKA UNIVERSITY,Business,BACHELOR OF AGRIBUSINESS MANAGEMENT,15.864,16.974,MAT A(121):C,"BIO(231)/AGR(443)/BST(56
5):C+",,
1165257,MAASAI MARA UNIVERSITY,Business,BACHELOR OF AGRIBUSINESS MANAGEMENT,15.864,16.974,MAT A(121):C,"BIO(231)/AGR(443)/BST(56
5):C+",,
1176257,LAIKIPIA UNIVERSITY,Business,BACHELOR OF AGRIBUSINESS MANAGEMENT,15.864,16.974,MAT A(121):C,"BIO(231)/AGR(443)/BST(56
5):C+",,
1685257,THARAKA UNIVERSITY,Business,BACHELOR OF AGRIBUSINESS MANAGEMENT,15.864,16.974,MAT A(121):C,"BIO(231)/AGR(443)/BST(56
5):C+",,
1170258,MACHAKOS UNIVERSITY,Business,BACHELOR OF SCIENCE IN AGRIBUSINESS MANAGEMENT AND TRADE,15.864,16.974,MAT A(121):C,"BIO(231)/AGR(443)/BST(56
5):C+",,
1249259,"JOMO KENYATTA UNIVERSITY OF
AGRICULTURE AND TECHNOLOGY",Pure Sciences,BACHELOR OF SCIENCE (PUBLIC MANAGEMENT AND DEVELOPMENT),22.449,29.989,,,,
1103259,KCA UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE IN PUBLIC MANAGEMENT,22.449,22.916,,,,
1240191,"MERU UNIVERSITY OF SCIENCE AND
TECHNOLOGY",Pure Sciences,BACHELOR OF SCIENCE (FOOD SCIENCE AND NUTRITION),15.864,-,BIO(231):C,CHE(233):C,"MAT A(121)/MAT
B(122)/PHY(232)/GEO(312):C",ENG(101)/KIS(102):C
1093278,UNIVERSITY OF EMBU,Pure Sciences,BACHELOR OF SCIENCE (MICROBIOLOGY AND BIOTECHNOLOGY),15.683,16.974,MAT A(121):C,BIO(231):C+,CHE(233):C,
1263278,UNIVERSITY OF NAIROBI,Pure Sciences,BACHELOR OF SCIENCE (MICROBIOLOGY AND BIOTECHNOLOGY),25.645,25.71,MAT A(121):C,BIO(231):C+,CHE(233):C,
1105278,CHUKA UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE IN MICROBIOLOGY AND,15.683,16.974,MAT A(121):C,BIO(231):C+,CHE(233):C,
1114279,UNIVERSITY OF ELDORET,Pure Sciences,BACHELOR OF SCIENCE IN MICROBIOLOGY,15.683,16.974,MAT A(121):C,BIO(231):C+,CHE(233):C,
1063280,TECHNICAL UNIVERSITY OF MOMBASA,Pure Sciences,BACHELOR OF TECHNOLOGY IN INDUSTRIAL MICROBIOLOGY & BIOTECHNOLOGY,15.683,16.974,MAT A(121):C,BIO(231):C+,CHE(233):C,
"PROG
CODE",INSTITUTION NAME,Other,PROGRAMME NAME,CUTOFF - 2023,CUTOFF - 2022,SUBJECT 1,SUBJECT 2,SUBJECT 3,SUBJECT 4
1249281,"JOMO KENYATTA UNIVERSITY OF
AGRICULTURE AND TECHNOLOGY",Health Sciences,BACHELOR OF SCIENCE (MEDICAL MICROBIOLOGY),24.6,27.223,MAT A(121):C,BIO(231):C+,CHE(233):C,
1240281,"MERU UNIVERSITY OF SCIENCE AND
TECHNOLOGY",Health Sciences,BACHELOR OF SCIENCE IN MEDICAL MICROBIOLOGY,15.683,16.974,MAT A(121):C,BIO(231):C+,CHE(233):C,
1111282,KENYATTA UNIVERSITY,Education,BACHELOR OF EDUCATION (ARTS)FRENCH,32.597,33.386,FRE(501):C+,"ENG(101)/KIS(102)/MAT
A(121)/MAT
B(122)/HAG(311)/GEO(312)
/CRE(313)/IRE(314)/HRE(31
5)/SEE(316)/HSC(441)/ARD(
442)/CMP(451)/GER(502)/A
RB(503)/KSL(504)/MUC(511
)/ACC(561)/COM(562)/BST(",,
1082282,"MASINDE MULIRO UNIVERSITY OF
SCIENCE & TECHNOLOGY",Education,BACHELOR OF EDUCATION (FRENCH),21.858,22.358,FRE(501):C+,"ENG(101)/KIS(102)/MAT
A(121)/MAT
B(122)/HAG(311)/GEO(312)
/CRE(313)/IRE(314)/HRE(31
5)/SEE(316)/HSC(441)/ARD(
442)/CMP(451)/GER(502)/A
RB(503)/KSL(504)/MUC(511
)/ACC(561)/COM(562)/BST(",,
1470282,KAIMOSI FRIENDS UNIVERSITY,Education,BACHELOR OF EDUCATION (FRENCH),21.858,22.358,FRE(501):C+,"ENG(101)/KIS(102)/MAT
A(121)/MAT
B(122)/HAG(311)/GEO(312)
/CRE(313)/IRE(314)/HRE(31
5)/SEE(316)/HSC(441)/ARD(
442)/CMP(451)/GER(502)/A
RB(503)/KSL(504)/MUC(511
)/ACC(561)/COM(562)/BST(",,
1117282,PWANI UNIVERSITY,Education,BACHELOR OF EDUCATION ARTS (FRENCH),-,-,FRE(501):C+,"ENG(101)/KIS(102)/MAT
A(121)/MAT
B(122)/HAG(311)/GEO(312)
/CRE(313)/IRE(314)/HRE(31
5)/SEE(316)/HSC(441)/ARD(
442)/CMP(451)/GER(502)/A
RB(503)/KSL(504)/MUC(511
)/ACC(561)/COM(562)/BST(",,
1249290,"JOMO KENYATTA UNIVERSITY OF
AGRICULTURE AND TECHNOLOGY",Agriculture,"BACHELOR OF SCIENCE (ANIMAL HEALTH, PRODUCTION & PROCESSING)",29.401,33.307,BIO(231):C+,"CHE(233)/MAT
A(121)/PHY(232):C+",,
1279290,MOUNT KENYA UNIVERSITY,Agriculture,BACHELOR OF SCIENCE IN ANIMAL HEALTH AND PRODUCTION,15.864,17.043,BIO(231):C+,"CHE(233)/MAT
A(121)/PHY(232):C+",,
1082290,"MASINDE MULIRO UNIVERSITY OF
SCIENCE & TECHNOLOGY",Agriculture,BACHELOR OF SCIENCE IN ANIMAL PRODUCTION AND PROCESSING,15.864,25.234,BIO(231):C+,"CHE(233)/MAT
A(121)/PHY(232):C+",,
1111294,KENYATTA UNIVERSITY,Agriculture,BACHELOR OF SCIENCE (ANIMAL PRODUCTION & HEALTH MANAGEMENT),25.421,31.296,BIO(231):C+,"CHE(233)/MAT
A(121)/PHY(232):C+",,
1117291,PWANI UNIVERSITY,Agriculture,BACHELOR OF SCIENCE (ANIMAL PRODUCTION & HEALTH MANAGEMENT),15.864,17.043,BIO(231):C+,"CHE(233)/MAT
A(121)/PHY(232):C+",,
1073292,RONGO UNIVERSITY,Arts & Humanities,BACHELOR OF ARTS (GEOGRAPHY),18.144,24.656,GEO(312):C+,,,
